path,filename,extension,size_mb,parent_folder,detected_sensor,detected_product_type,detected_date,detected_tile,detected_role,notes
原始数据\Sentinel-2\战后1(2022.5)\MTD_MSIL2A.xml,MTD_MSIL2A.xml,.xml,0.053,原始数据\Sentinel-2\战后1(2022.5),Sentinel-2,L2A_metadata,unknown,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\S2A_MSIL2A_20220508T082611_N0510_R021_T37TCN_20240619T023223-ql.jpg,S2A_MSIL2A_20220508T082611_N0510_R021_T37TCN_20240619T023223-ql.jpg,.jpg,0.0231,原始数据\Sentinel-2\战后1(2022.5),Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\MTD_DS.xml,MTD_DS.xml,.xml,25.7545,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\FORMAT_CORRECTNESS.xml,FORMAT_CORRECTNESS.xml,.xml,0.0039,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\GENERAL_QUALITY.xml,GENERAL_QUALITY.xml,.xml,0.0056,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\GEOMETRIC_QUALITY.xml,GEOMETRIC_QUALITY.xml,.xml,0.0079,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\RADIOMETRIC_QUALITY.xml,RADIOMETRIC_QUALITY.xml,.xml,0.0069,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA\SENSOR_QUALITY.xml,SENSOR_QUALITY.xml,.xml,0.0043,原始数据\Sentinel-2\战后1(2022.5)\DATASTRIP\DS_S2RP_20240619T023223_S20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20240619,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\MTD_TL.xml,MTD_TL.xml,.xml,0.5973,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\AUX_DATA\AUX_CAMSRE,AUX_CAMSRE,(none),0.0028,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\AUX_DATA,Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\AUX_DATA\AUX_ECMWFT,AUX_ECMWFT,(none),0.0015,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\AUX_DATA,Sentinel-2,L2A_support,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_AOT_10m.jp2,T37TCN_20220508T082611_AOT_10m.jp2,.jp2,0.277,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_B02_10m.jp2,T37TCN_20220508T082611_B02_10m.jp2,.jp2,95.3925,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_B03_10m.jp2,T37TCN_20220508T082611_B03_10m.jp2,.jp2,94.3559,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_B04_10m.jp2,T37TCN_20220508T082611_B04_10m.jp2,.jp2,99.7843,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_B08_10m.jp2,T37TCN_20220508T082611_B08_10m.jp2,.jp2,118.4551,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_B08,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_TCI_10m.jp2,T37TCN_20220508T082611_TCI_10m.jp2,.jp2,129.2693,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m\T37TCN_20220508T082611_WVP_10m.jp2,T37TCN_20220508T082611_WVP_10m.jp2,.jp2,77.3283,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R10m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_AOT_20m.jp2,T37TCN_20220508T082611_AOT_20m.jp2,.jp2,0.2919,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B01_20m.jp2,T37TCN_20220508T082611_B01_20m.jp2,.jp2,15.3805,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B01,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B02_20m.jp2,T37TCN_20220508T082611_B02_20m.jp2,.jp2,26.8172,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B03_20m.jp2,T37TCN_20220508T082611_B03_20m.jp2,.jp2,26.8316,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B04_20m.jp2,T37TCN_20220508T082611_B04_20m.jp2,.jp2,29.1081,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B05_20m.jp2,T37TCN_20220508T082611_B05_20m.jp2,.jp2,27.7205,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B05,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B06_20m.jp2,T37TCN_20220508T082611_B06_20m.jp2,.jp2,31.6527,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B06,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B07_20m.jp2,T37TCN_20220508T082611_B07_20m.jp2,.jp2,31.4733,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B07,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B11_20m.jp2,T37TCN_20220508T082611_B11_20m.jp2,.jp2,28.1945,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B11,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B12_20m.jp2,T37TCN_20220508T082611_B12_20m.jp2,.jp2,29.4928,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B12,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_B8A_20m.jp2,T37TCN_20220508T082611_B8A_20m.jp2,.jp2,31.6434,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_B8A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_SCL_20m.jp2,T37TCN_20220508T082611_SCL_20m.jp2,.jp2,2.1984,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_SCL,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_TCI_20m.jp2,T37TCN_20220508T082611_TCI_20m.jp2,.jp2,32.2904,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m\T37TCN_20220508T082611_WVP_20m.jp2,T37TCN_20220508T082611_WVP_20m.jp2,.jp2,25.2432,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R20m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_AOT_60m.jp2,T37TCN_20220508T082611_AOT_60m.jp2,.jp2,0.1102,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_AOT,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B01_60m.jp2,T37TCN_20220508T082611_B01_60m.jp2,.jp2,3.283,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B01,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B02_60m.jp2,T37TCN_20220508T082611_B02_60m.jp2,.jp2,3.5682,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B02,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B03_60m.jp2,T37TCN_20220508T082611_B03_60m.jp2,.jp2,3.5811,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B03,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B04_60m.jp2,T37TCN_20220508T082611_B04_60m.jp2,.jp2,3.5601,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B04,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B05_60m.jp2,T37TCN_20220508T082611_B05_60m.jp2,.jp2,3.5571,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B05,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B06_60m.jp2,T37TCN_20220508T082611_B06_60m.jp2,.jp2,3.5947,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B06,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B07_60m.jp2,T37TCN_20220508T082611_B07_60m.jp2,.jp2,3.5814,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B07,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B09_60m.jp2,T37TCN_20220508T082611_B09_60m.jp2,.jp2,3.5682,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B09,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B11_60m.jp2,T37TCN_20220508T082611_B11_60m.jp2,.jp2,3.5867,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B11,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B12_60m.jp2,T37TCN_20220508T082611_B12_60m.jp2,.jp2,3.5561,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B12,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_B8A_60m.jp2,T37TCN_20220508T082611_B8A_60m.jp2,.jp2,3.583,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_B8A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_SCL_60m.jp2,T37TCN_20220508T082611_SCL_60m.jp2,.jp2,0.5509,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_SCL,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_TCI_60m.jp2,T37TCN_20220508T082611_TCI_60m.jp2,.jp2,3.5907,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_TCI,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m\T37TCN_20220508T082611_WVP_60m.jp2,T37TCN_20220508T082611_WVP_60m.jp2,.jp2,3.5903,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\IMG_DATA\R60m,Sentinel-2,L2A_WVP,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\FORMAT_CORRECTNESS.xml,FORMAT_CORRECTNESS.xml,.xml,0.0076,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\GENERAL_QUALITY.xml,GENERAL_QUALITY.xml,.xml,0.0039,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\GEOMETRIC_QUALITY.xml,GEOMETRIC_QUALITY.xml,.xml,0.0047,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\L2A_QUALITY.xml,L2A_QUALITY.xml,.xml,0.0077,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A_metadata,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_CLASSI_B00.jp2,MSK_CLASSI_B00.jp2,.jp2,0.0069,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_CLDPRB_20m.jp2,MSK_CLDPRB_20m.jp2,.jp2,0.263,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_CLDPRB_60m.jp2,MSK_CLDPRB_60m.jp2,.jp2,0.063,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B01.jp2,MSK_DETFOO_B01.jp2,.jp2,0.0159,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B02.jp2,MSK_DETFOO_B02.jp2,.jp2,0.0685,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B03.jp2,MSK_DETFOO_B03.jp2,.jp2,0.0686,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B04.jp2,MSK_DETFOO_B04.jp2,.jp2,0.0686,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B05.jp2,MSK_DETFOO_B05.jp2,.jp2,0.0282,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B06.jp2,MSK_DETFOO_B06.jp2,.jp2,0.0281,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B07.jp2,MSK_DETFOO_B07.jp2,.jp2,0.0282,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B08.jp2,MSK_DETFOO_B08.jp2,.jp2,0.0687,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B09.jp2,MSK_DETFOO_B09.jp2,.jp2,0.0159,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B10.jp2,MSK_DETFOO_B10.jp2,.jp2,0.0159,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B11.jp2,MSK_DETFOO_B11.jp2,.jp2,0.0282,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B12.jp2,MSK_DETFOO_B12.jp2,.jp2,0.0282,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA\MSK_DETFOO_B8A.jp2,MSK_DETFOO_B8A.jp2,.jp2,0.0283,原始数据\Sentinel-2\战后1(2022.5)\GRANULE\L2A_T37TCN_A035911_20220508T083304\QI_DATA,Sentinel-2,L2A,20220508,unknown,main_post_20220508_T37TCN,
