grid_id,resid_s2,resid_viirs,theta_mean
390,-0.8588480879409937,0.8902258904923248,-1.6906545871418042
391,-0.3984690614842621,,-1.6948376935155145
392,-0.08201202377361705,0.7376520763802549,-1.6900486966990853
393,1.0301051535768488,0.5052934021713268,-1.691147273155187
394,,0.6830865340102197,-1.6902116425239029
395,,,-1.6952894208449216
396,0.7466584757490122,,-1.6948890786720787
397,0.5749852784106473,,-1.6960846194209973
398,-15.00842206182278,0.3228524972770843,-1.7072806848690536
399,-2.038387324739067,0.026246294688303078,-1.6978425813453994
400,-1.7534524018698816,,-1.6982015099287595
401,,,-1.6954228562373506
402,,0.3219493851572007,-1.693690410064433
403,,0.26151226506896985,-1.6949940670687422
404,,0.20840110797787822,-1.6946217979613858
405,-2.938017827426952,0.23925653157428334,-1.6948758835138962
406,0.6158392253057263,0.5672562074510111,-1.6928401226521155
407,0.7356126240170364,0.39497310026724636,-1.6922139293263683
408,0.6209879317885547,0.10865553234417201,-1.69501609856604
409,0.03217072935376786,-0.20003939412349592,-1.6947910029958462
410,0.8864263098667169,-0.11884534700081037,-1.6970221968843073
411,,0.0178324543083024,-1.695240593506492
412,,0.2863967109135358,-1.6950023462467996
413,0.04272403729692309,0.31837695516059666,-1.6930667852118466
414,-2.5068356026476666,0.030841073177749062,-1.698453568613009
415,-3.596164884256054,0.03183166463881603,-1.6988932180494842
416,2.599044504080361,0.2493131834786405,-1.6928682291784234
417,2.703561172173221,-0.6146190055189822,-1.6963338466456166
418,3.786786671503535,-1.4790108182902417,-1.7028144868576474
419,2.9469550962722195,-0.9815760163712665,-1.699785767546736
420,2.3255715811983655,0.082726272671714,-1.6913262638443731
421,1.803600641938604,-0.021639146032896087,-1.6948100001107091
422,1.2961559186651685,-0.8608792367917248,-1.701638783959566
423,1.3780289187014234,0.06526798799836638,-1.6950302426819415
424,2.4524133067437925,0.29609852668241493,-1.6905516332801092
425,-0.04535806439666201,0.4080236684215551,-1.6913952259001015
426,1.0328140079474966,0.6591054721877977,-1.690760243883979
427,-0.30260371294159505,0.8252136765436608,-1.6905925961450192
428,-0.9242861660358646,0.9564227712356488,-1.689509266331198
